218,42	13,55
218,64	12,57
218,85	14,19
219,07	15,02
219,29	12,56
219,51	11,51
219,73	8,09
219,94	11,60
220,16	14,50
220,38	12,10
220,60	11,76
220,81	14,65
221,03	14,27
221,25	12,97
221,47	13,61
221,68	11,94
221,90	15,37
222,12	11,49
222,34	15,66
222,55	12,27
222,77	14,58
222,99	17,51
223,21	11,08
223,42	12,21
223,64	13,88
223,86	13,09
224,08	18,04
224,29	14,56
224,51	12,58
224,73	10,77
224,94	12,91
225,16	9,94
225,38	11,08
225,60	16,42
225,81	14,10
226,03	16,25
226,25	11,61
226,47	17,20
226,68	10,93
226,90	12,00
227,12	11,70
227,33	13,19
227,55	18,97
227,77	12,33
227,99	16,38
228,20	14,61
228,42	9,98
228,64	14,22
228,86	12,60
229,07	15,08
229,29	13,42
229,51	12,96
229,72	12,81
229,94	19,08
230,16	11,49
230,38	12,38
230,59	17,09
230,81	15,49
231,03	12,04
231,24	11,99
231,46	15,63
231,68	14,25
231,89	18,03
232,11	15,77
232,33	14,24
232,55	16,85
232,76	14,38
232,98	9,36
233,20	9,99
233,41	14,63
233,63	10,85
233,85	7,26
234,06	13,89
234,28	12,84
234,50	15,56
234,71	9,97
234,93	15,73
235,15	8,90
235,37	13,69
235,58	13,21
235,80	15,04
236,02	15,65
236,23	12,70
236,45	12,04
236,67	13,04
236,88	10,53
237,10	16,56
237,32	8,44
237,53	12,42
237,75	10,68
237,97	17,19
238,18	13,05
238,40	14,11
238,62	11,58
238,83	12,46
239,05	17,11
239,27	12,49
239,48	15,32
239,70	12,50
239,92	12,40
240,13	14,42
240,35	13,06
240,57	9,24
240,78	15,44
241,00	7,98
241,22	16,15
241,43	17,49
241,65	16,06
241,87	11,69
242,08	11,04
242,30	16,71
242,52	11,89
242,73	14,71
242,95	11,08
243,16	13,55
243,38	11,38
243,60	10,68
243,81	13,02
244,03	11,30
244,25	12,30
244,46	12,96
244,68	14,48
244,90	16,49
245,11	13,79
245,33	11,79
245,55	12,91
245,76	11,96
245,98	12,01
246,19	14,55
246,41	15,08
246,63	11,92
246,84	15,10
247,06	12,78
247,28	15,54
247,49	11,73
247,71	12,93
247,92	14,86
248,14	10,45
248,36	11,46
248,57	15,78
248,79	15,65
249,01	14,17
249,22	21,18
249,44	15,18
249,65	11,24
249,87	12,85
250,09	11,13
250,30	11,05
250,52	11,76
250,73	18,63
250,95	11,45
251,17	10,87
251,38	16,85
251,60	14,35
251,81	10,49
252,03	12,24
252,25	15,31
252,46	10,87
252,68	10,30
252,89	15,64
253,11	12,37
253,33	12,74
253,54	11,95
253,76	16,70
253,97	12,52
254,19	12,23
254,41	12,56
254,62	9,67
254,84	14,84
255,05	7,88
255,27	16,21
255,49	16,09
255,70	16,81
255,92	13,10
256,13	10,40
256,35	16,18
256,56	13,55
256,78	13,25
257,00	14,61
257,21	12,37
257,43	13,78
257,64	9,38
257,86	15,88
258,08	17,37
258,29	10,43
258,51	13,11
258,72	10,04
258,94	16,72
259,15	14,57
259,37	17,66
259,59	13,03
259,80	8,59
260,02	14,43
260,23	10,11
260,45	10,98
260,66	16,33
260,88	14,41
261,09	13,23
261,31	16,00
261,53	16,76
261,74	11,53
261,96	15,73
262,17	16,45
262,39	13,52
262,60	15,22
262,82	8,95
263,03	12,50
263,25	13,09
263,46	14,57
263,68	13,21
263,90	14,50
264,11	12,55
264,33	12,75
264,54	13,84
264,76	7,92
264,97	13,01
265,19	15,77
265,40	13,00
265,62	12,44
265,83	15,40
266,05	13,28
266,26	16,06
266,48	15,83
266,70	12,59
266,91	14,36
267,13	10,84
267,34	11,94
267,56	10,85
267,77	14,17
267,99	15,00
268,20	15,00
268,42	13,32
268,63	16,40
268,85	11,76
269,06	17,32
269,28	16,33
269,49	15,31
269,71	12,98
269,92	17,04
270,14	13,05
270,35	14,19
270,57	16,14
270,78	13,78
271,00	13,02
271,21	16,81
271,43	16,76
271,64	9,72
271,86	9,02
272,07	13,71
272,29	8,07
272,50	11,73
272,72	7,58
272,93	17,62
273,15	11,21
273,36	15,18
273,58	12,62
273,79	11,37
274,01	9,76
274,22	12,80
274,44	15,75
274,65	16,74
274,87	16,82
275,08	12,44
275,30	11,78
275,51	12,22
275,73	9,90
275,94	9,11
276,16	14,23
276,37	16,71
276,59	10,12
276,80	13,66
277,02	15,29
277,23	13,80
277,45	13,01
277,66	12,39
277,88	13,56
278,09	9,04
278,30	15,00
278,52	11,42
278,73	14,16
278,95	13,60
279,16	17,93
279,38	11,93
279,59	9,74
279,81	18,05
280,02	13,17
280,24	12,91
280,45	14,59
280,67	12,05
280,88	17,37
281,09	14,01
281,31	12,11
281,52	13,74
281,74	12,59
281,95	7,13
282,17	13,45
282,38	13,63
282,60	8,81
282,81	17,75
283,02	12,23
283,24	13,61
283,45	12,64
283,67	11,71
283,88	12,16
284,10	10,90
284,31	12,45
284,53	17,79
284,74	13,10
284,95	11,41
285,17	16,92
285,38	7,23
285,60	16,30
285,81	16,78
286,03	17,40
286,24	13,75
286,45	15,96
286,67	15,84
286,88	10,53
287,10	11,65
287,31	15,41
287,53	10,83
287,74	10,76
287,95	14,91
288,17	15,27
288,38	10,81
288,60	15,49
288,81	11,90
289,02	11,10
289,24	12,58
289,45	14,69
289,67	15,65
289,88	14,18
290,10	16,40
290,31	14,83
290,52	15,70
290,74	13,84
290,95	14,50
291,17	18,52
291,38	11,13
291,59	18,49
291,81	10,27
292,02	14,59
292,24	18,79
292,45	15,49
292,66	13,23
292,88	13,55
293,09	11,69
293,31	16,14
293,52	12,07
293,73	15,44
293,95	10,96
294,16	9,70
294,37	11,79
294,59	15,36
294,80	15,28
295,02	17,95
295,23	12,65
295,44	16,88
295,66	16,94
295,87	16,24
296,09	14,42
296,30	11,25
296,51	15,10
296,73	13,35
296,94	10,31
297,15	15,66
297,37	15,99
297,58	9,42
297,79	16,31
298,01	12,39
298,22	9,94
298,44	12,98
298,65	14,64
298,86	16,43
299,08	15,78
299,29	13,16
299,50	12,03
299,72	10,49
299,93	16,56
300,14	14,47
300,36	12,65
300,57	14,08
300,79	15,47
301,00	11,59
301,21	18,11
301,43	12,91
301,64	16,02
301,85	11,73
302,07	15,61
302,28	16,92
302,49	13,59
302,71	13,95
302,92	14,25
303,13	11,38
303,35	13,18
303,56	13,12
303,77	12,37
303,99	14,98
304,20	14,35
304,41	14,60
304,63	12,13
304,84	15,14
305,05	12,58
305,27	14,97
305,48	12,39
305,69	12,93
305,91	18,25
306,12	14,64
306,33	8,55
306,55	13,80
306,76	7,32
306,97	11,72
307,19	11,92
307,40	15,27
307,61	14,85
307,82	19,86
308,04	13,44
308,25	12,71
308,46	12,42
308,68	11,08
308,89	11,82
309,10	12,30
309,32	15,20
309,53	13,13
309,74	14,22
309,96	13,96
310,17	14,10
310,38	14,43
310,59	13,26
310,81	11,50
311,02	15,20
311,23	17,05
311,45	10,70
311,66	11,71
311,87	16,00
312,09	17,99
312,30	17,10
312,51	14,20
312,72	12,09
312,94	12,77
313,15	13,00
313,36	8,90
313,58	12,10
313,79	12,11
314,00	13,60
314,21	12,76
314,43	11,52
314,64	12,23
314,85	17,51
315,06	13,26
315,28	13,85
315,49	13,10
315,70	15,40
315,92	11,49
316,13	11,43
316,34	11,80
316,55	14,49
316,77	10,32
316,98	13,85
317,19	13,66
317,40	16,19
317,62	12,68
317,83	14,48
318,04	19,04
318,25	14,81
318,47	16,50
318,68	11,39
318,89	15,02
319,11	13,12
319,32	13,03
319,53	12,67
319,74	14,79
319,96	11,83
320,17	13,30
320,38	10,47
320,59	14,28
320,81	11,19
321,02	11,67
321,23	14,87
321,44	12,28
321,65	15,43
321,87	9,15
322,08	18,54
322,29	15,34
322,50	12,10
322,72	14,16
322,93	14,05
323,14	9,84
323,35	13,90
323,57	11,69
323,78	13,48
323,99	16,38
324,20	12,73
324,41	15,21
324,63	15,21
324,84	9,94
325,05	13,72
325,26	11,25
325,48	14,48
325,69	12,41
325,90	10,32
326,11	11,97
326,32	13,39
326,54	16,06
326,75	12,45
326,96	10,59
327,17	15,36
327,39	12,78
327,60	11,97
327,81	13,91
328,02	14,64
328,23	15,84
328,45	15,58
328,66	12,89
328,87	15,74
329,08	15,06
329,29	17,54
329,51	17,40
329,72	19,51
329,93	15,80
330,14	22,76
330,35	21,65
330,56	17,72
330,78	23,78
330,99	19,45
331,20	15,67
331,41	17,71
331,62	13,25
331,84	13,73
332,05	11,11
332,26	9,66
332,47	16,03
332,68	15,56
332,90	14,94
333,11	11,64
333,32	15,56
333,53	15,40
333,74	14,81
333,95	14,11
334,17	12,39
334,38	11,20
334,59	12,21
334,80	14,71
335,01	16,70
335,22	15,14
335,44	15,26
335,65	8,04
335,86	13,38
336,07	11,92
336,28	13,52
336,49	10,65
336,71	10,48
336,92	14,56
337,13	9,38
337,34	11,37
337,55	11,48
337,76	13,46
337,97	11,73
338,19	14,16
338,40	9,28
338,61	10,04
338,82	14,47
339,03	16,32
339,24	15,30
339,45	10,40
339,67	16,56
339,88	13,26
340,09	13,14
340,30	14,04
340,51	14,84
340,72	13,97
340,93	14,52
341,15	14,06
341,36	14,80
341,57	13,06
341,78	14,62
341,99	11,05
342,20	13,99
342,41	16,33
342,62	13,40
342,84	12,96
343,05	7,51
343,26	11,11
343,47	12,18
343,68	13,02
343,89	13,55
344,10	14,77
344,31	14,87
344,53	10,70
344,74	13,68
344,95	12,35
345,16	16,56
345,37	14,95
345,58	16,06
345,79	15,54
346,00	15,58
346,21	11,71
346,42	14,09
346,64	12,26
346,85	13,88
347,06	12,57
347,27	13,21
347,48	15,70
347,69	12,39
347,90	14,52
348,11	11,92
348,32	13,06
348,53	14,82
348,75	12,97
348,96	12,41
349,17	14,79
349,38	17,42
349,59	10,89
349,80	14,82
350,01	11,92
350,22	11,36
350,43	12,95
350,64	14,24
350,85	17,06
351,06	13,14
351,28	14,33
351,49	15,72
351,70	11,44
351,91	12,32
352,12	15,24
352,33	14,52
352,54	15,58
352,75	17,83
352,96	12,48
353,17	14,87
353,38	9,63
353,59	16,91
353,80	18,74
354,01	14,06
354,22	13,40
354,44	13,39
354,65	15,22
354,86	16,67
355,07	16,27
355,28	13,51
355,49	13,52
355,70	16,06
355,91	13,79
356,12	15,31
356,33	14,58
356,54	12,96
356,75	15,40
356,96	12,81
357,17	18,30
357,38	15,64
357,59	17,17
357,80	13,46
358,01	18,85
358,22	17,91
358,43	16,49
358,64	15,38
358,85	15,77
359,07	16,49
359,28	11,47
359,49	10,67
359,70	17,21
359,91	11,84
360,12	11,91
360,33	14,14
360,54	15,68
360,75	15,90
360,96	14,15
361,17	18,86
361,38	12,61
361,59	18,03
361,80	15,74
362,01	10,90
362,22	15,29
362,43	20,52
362,64	17,47
362,85	15,17
363,06	16,94
363,27	10,47
363,48	18,10
363,69	15,55
363,90	12,92
364,11	16,90
364,32	11,40
364,53	16,51
364,74	9,76
364,95	11,58
365,16	13,86
365,37	14,07
365,58	15,64
365,79	20,78
366,00	18,95
366,21	20,30
366,42	18,69
366,63	18,19
366,84	14,05
367,05	16,07
367,26	20,52
367,47	15,42
367,68	18,89
367,89	16,26
368,10	15,61
368,31	17,06
368,52	16,73
368,73	17,12
368,94	20,00
369,15	16,55
369,36	13,41
369,57	17,59
369,78	18,03
369,99	20,21
370,20	14,83
370,40	12,92
370,61	18,49
370,82	18,36
371,03	13,71
371,24	13,59
371,45	17,54
371,66	15,36
371,87	20,77
372,08	14,26
372,29	16,23
372,50	19,81
372,71	15,42
372,92	15,92
373,13	18,13
373,34	10,67
373,55	15,03
373,76	14,97
373,97	14,77
374,18	11,51
374,39	16,21
374,60	15,73
374,81	15,01
375,01	16,67
375,22	19,29
375,43	20,37
375,64	12,10
375,85	16,17
376,06	19,37
376,27	20,65
376,48	14,83
376,69	15,08
376,90	16,34
377,11	14,66
377,32	17,66
377,53	16,73
377,74	19,41
377,94	20,52
378,15	18,98
378,36	15,99
378,57	13,23
378,78	19,10
378,99	12,08
379,20	14,25
379,41	16,19
379,62	16,40
379,83	16,28
380,04	17,50
380,25	15,60
380,45	11,99
380,66	19,68
380,87	14,66
381,08	16,64
381,29	18,53
381,50	18,90
381,71	13,88
381,92	12,96
382,13	9,19
382,34	17,01
382,55	15,80
382,75	14,46
382,96	14,87
383,17	14,56
383,38	12,73
383,59	15,68
383,80	20,57
384,01	19,31
384,22	17,40
384,43	13,78
384,63	15,81
384,84	17,11
385,05	14,74
385,26	15,04
385,47	18,10
385,68	14,80
385,89	15,53
386,10	11,98
386,30	14,31
386,51	17,50
386,72	13,98
386,93	12,76
387,14	17,26
387,35	14,38
387,56	14,72
387,77	14,42
387,97	12,50
388,18	17,21
388,39	14,97
388,60	13,15
388,81	18,29
389,02	16,94
389,23	18,68
389,43	23,69
389,64	18,05
389,85	16,02
390,06	20,12
390,27	18,96
390,48	19,23
390,69	19,01
390,89	19,22
391,10	18,41
391,31	16,74
391,52	20,00
391,73	19,59
391,94	19,69
392,14	18,83
392,35	16,99
392,56	17,12
392,77	17,55
392,98	14,93
393,19	12,80
393,39	14,76
393,60	18,27
393,81	19,39
394,02	19,77
394,23	11,65
394,44	20,43
394,64	17,89
394,85	12,78
395,06	20,64
395,27	18,98
395,48	19,96
395,69	17,08
395,89	19,02
396,10	17,96
396,31	16,97
396,52	17,42
396,73	18,31
396,93	17,91
397,14	16,96
397,35	16,20
397,56	22,40
397,77	22,10
397,97	15,89
398,18	19,80
398,39	22,48
398,60	20,85
398,81	23,24
399,01	18,27
399,22	20,95
399,43	26,62
399,64	24,46
399,85	22,18
400,05	21,24
400,26	18,39
400,47	22,34
400,68	20,22
400,89	15,98
401,09	19,73
401,30	24,45
401,51	25,82
401,72	23,26
401,93	24,30
402,13	22,67
402,34	20,76
402,55	25,30
402,76	25,26
402,96	22,58
403,17	22,22
403,38	21,86
403,59	20,30
403,80	23,99
404,00	24,17
404,21	24,61
404,42	25,23
404,63	23,34
404,83	26,07
405,04	20,12
405,25	26,19
405,46	24,83
405,66	25,78
405,87	20,29
406,08	26,03
406,29	24,20
406,49	24,44
406,70	21,33
406,91	20,15
407,12	26,30
407,32	24,39
407,53	20,69
407,74	22,25
407,95	20,35
408,15	27,21
408,36	27,65
408,57	26,73
408,78	23,98
408,98	22,06
409,19	26,68
409,40	22,77
409,61	27,93
409,81	25,77
410,02	23,08
410,23	22,27
410,44	20,34
410,64	27,55
410,85	29,14
411,06	25,17
411,26	25,82
411,47	26,05
411,68	26,30
411,89	23,96
412,09	25,92
412,30	25,07
412,51	23,29
412,72	18,48
412,92	21,50
413,13	28,38
413,34	27,75
413,54	21,59
413,75	26,17
413,96	23,65
414,17	25,55
414,37	23,58
414,58	25,06
414,79	28,26
414,99	26,77
415,20	25,61
415,41	29,81
415,61	25,73
415,82	23,63
416,03	29,99
416,24	20,88
416,44	23,55
416,65	28,77
416,86	27,83
417,06	24,84
417,27	25,21
417,48	23,51
417,68	22,54
417,89	24,25
418,10	19,00
418,30	24,56
418,51	24,19
418,72	29,84
418,92	25,94
419,13	24,16
419,34	21,03
419,55	26,04
419,75	21,70
419,96	23,99
420,17	28,45
420,37	25,59
420,58	22,30
420,79	23,80
420,99	23,20
421,20	24,81
421,41	25,28
421,61	24,14
421,82	23,91
422,03	25,05
422,23	25,17
422,44	23,13
422,65	20,35
422,85	25,83
423,06	24,91
423,26	23,90
423,47	22,23
423,68	23,88
423,88	23,63
424,09	23,74
424,30	24,53
424,50	20,14
424,71	28,63
424,92	27,09
425,12	23,26
425,33	24,75
425,54	24,42
425,74	24,92
425,95	20,87
426,15	26,78
426,36	25,69
426,57	27,25
426,77	23,71
426,98	29,87
427,19	25,12
427,39	24,85
427,60	27,69
427,81	19,96
428,01	23,04
428,22	26,58
428,42	26,05
428,63	21,09
428,84	26,20
429,04	27,38
429,25	27,15
429,45	19,78
429,66	25,35
429,87	19,76
430,07	20,62
430,28	21,03
430,49	18,03
430,69	22,22
430,90	20,44
431,10	24,06
431,31	26,05
431,52	23,54
431,72	24,84
431,93	25,46
432,13	25,21
432,34	27,61
432,55	22,61
432,75	27,89
432,96	26,16
433,16	26,66
433,37	26,64
433,58	22,92
433,78	23,73
433,99	26,91
434,19	26,56
434,40	22,49
434,60	28,59
434,81	24,36
435,02	23,96
435,22	25,98
435,43	24,42
435,63	30,76
435,84	27,92
436,05	31,15
436,25	28,19
436,46	25,42
436,66	25,21
436,87	26,75
437,07	24,62
437,28	27,21
437,48	21,91
437,69	27,43
437,90	28,44
438,10	23,00
438,31	23,20
438,51	24,60
438,72	23,00
438,92	25,52
439,13	25,36
439,34	25,88
439,54	25,05
439,75	27,66
439,95	26,98
440,16	24,84
440,36	26,51
440,57	27,55
440,77	28,97
440,98	26,08
441,18	22,26
441,39	27,17
441,60	30,95
441,80	27,52
442,01	27,23
442,21	27,79
442,42	29,52
442,62	31,48
442,83	23,96
443,03	26,39
443,24	22,66
443,44	26,47
443,65	25,62
443,85	27,39
444,06	25,38
444,26	23,02
444,47	28,80
444,67	24,60
444,88	25,63
445,09	30,76
445,29	27,85
445,50	26,22
445,70	26,47
445,91	28,31
446,11	30,97
446,32	30,73
446,52	31,82
446,73	24,24
446,93	28,78
447,14	25,43
447,34	30,74
447,55	24,56
447,75	22,88
447,96	27,12
448,16	29,57
448,37	27,04
448,57	22,66
448,78	29,03
448,98	26,16
449,19	27,52
449,39	27,12
449,60	29,05
449,80	25,17
450,01	25,78
450,21	28,54
450,42	28,62
450,62	29,00
450,83	27,31
451,03	26,78
451,23	28,41
451,44	25,20
451,64	26,17
451,85	30,03
452,05	26,12
452,26	27,25
452,46	30,38
452,67	28,20
452,87	29,31
453,08	28,84
453,28	26,35
453,49	25,02
453,69	25,05
453,90	26,02
454,10	30,44
454,31	28,36
454,51	30,15
454,71	30,36
454,92	29,91
455,12	29,89
455,33	28,11
455,53	30,83
455,74	31,83
455,94	29,13
456,15	25,95
456,35	29,31
456,55	33,82
456,76	32,86
456,96	28,73
457,17	24,62
457,37	27,13
457,58	28,18
457,78	26,69
457,99	29,08
458,19	27,44
458,39	26,68
458,60	31,51
458,80	29,46
459,01	24,44
459,21	28,52
459,42	31,67
459,62	25,44
459,82	27,84
460,03	28,48
460,23	33,19
460,44	28,27
460,64	27,48
460,85	29,42
461,05	29,43
461,25	31,26
461,46	26,76
461,66	25,98
461,87	30,44
462,07	31,10
462,27	32,97
462,48	27,93
462,68	24,87
462,89	32,78
463,09	30,22
463,29	28,20
463,50	29,86
463,70	32,27
463,91	27,05
464,11	23,24
464,31	25,69
464,52	32,24
464,72	29,97
464,93	28,01
465,13	26,61
465,33	28,95
465,54	28,05
465,74	27,12
465,95	32,67
466,15	25,03
466,35	25,55
466,56	33,19
466,76	29,19
466,96	27,32
467,17	36,40
467,37	33,48
467,58	31,57
467,78	32,30
467,98	28,98
468,19	30,52
468,39	33,05
468,59	29,18
468,80	28,62
469,00	27,38
469,21	27,75
469,41	35,38
469,61	27,06
469,82	30,60
470,02	31,70
470,22	29,47
470,43	30,88
470,63	27,06
470,83	30,45
471,04	32,60
471,24	31,67
471,45	33,03
471,65	28,87
471,85	26,98
472,06	35,41
472,26	24,84
472,46	33,41
472,67	33,76
472,87	34,20
473,07	31,50
473,28	29,99
473,48	35,47
473,68	32,92
473,89	30,48
474,09	30,56
474,29	32,98
474,50	36,15
474,70	29,80
474,90	38,85
475,11	35,27
475,31	33,20
475,51	30,34
475,72	33,05
475,92	34,39
476,12	30,19
476,33	30,08
476,53	33,11
476,73	35,73
476,93	31,10
477,14	36,07
477,34	35,90
477,54	37,21
477,75	35,41
477,95	37,82
478,15	34,91
478,36	33,18
478,56	37,34
478,76	36,12
478,97	35,94
479,17	35,00
479,37	30,70
479,57	31,08
479,78	33,11
479,98	33,87
480,18	35,76
480,39	34,83
480,59	33,64
480,79	38,15
480,99	38,03
481,20	35,70
481,40	34,36
481,60	37,23
481,81	35,99
482,01	36,95
482,21	33,87
482,41	38,38
482,62	33,35
482,82	37,56
483,02	35,71
483,23	33,01
483,43	34,44
483,63	37,17
483,83	37,96
484,04	39,86
484,24	36,43
484,44	33,23
484,64	36,68
484,85	34,37
485,05	30,59
485,25	34,00
485,45	34,41
485,66	31,72
485,86	31,18
486,06	35,45
486,26	31,47
486,47	37,37
486,67	37,64
486,87	32,43
487,07	37,75
487,28	32,82
487,48	31,60
487,68	37,42
487,88	36,37
488,09	38,92
488,29	35,43
488,49	39,74
488,69	42,54
488,90	36,47
489,10	36,24
489,30	37,57
489,50	39,37
489,71	38,57
489,91	37,34
490,11	38,60
490,31	41,18
490,52	36,09
490,72	41,49
490,92	37,24
491,12	40,96
491,32	36,13
491,53	32,64
491,73	39,02
491,93	37,51
492,13	40,28
492,33	39,82
492,54	36,28
492,74	39,01
492,94	41,51
493,14	41,61
493,35	41,63
493,55	37,91
493,75	36,44
493,95	38,27
494,15	40,05
494,36	37,04
494,56	38,29
494,76	38,67
494,96	38,63
495,16	40,11
495,37	38,67
495,57	36,79
495,77	39,52
495,97	42,59
496,17	40,33
496,37	41,45
496,58	39,82
496,78	42,54
496,98	43,02
497,18	50,92
497,38	54,56
497,59	55,40
497,79	60,63
497,99	59,57
498,19	59,37
498,39	53,61
498,59	51,03
498,80	48,54
499,00	51,71
499,20	44,76
499,40	41,31
499,60	40,48
499,80	40,35
500,01	42,71
500,21	34,35
500,41	34,52
500,61	39,39
500,81	38,55
501,01	37,21
501,22	31,04
501,42	37,92
501,62	32,22
501,82	38,15
502,02	39,15
502,22	36,30
502,42	42,75
502,63	38,44
502,83	35,72
503,03	39,07
503,23	36,47
503,43	34,46
503,63	39,85
503,83	36,59
504,04	36,83
504,24	38,54
504,44	36,92
504,64	38,17
504,84	37,33
505,04	37,88
505,24	38,26
505,44	42,20
505,65	37,53
505,85	40,14
506,05	41,60
506,25	38,29
506,45	37,35
506,65	36,88
506,85	36,06
507,05	35,00
507,26	32,91
507,46	33,53
507,66	34,30
507,86	36,50
508,06	35,63
508,26	34,24
508,46	41,76
508,66	35,74
508,86	35,78
509,06	38,69
509,27	36,31
509,47	29,35
509,67	35,82
509,87	33,41
510,07	37,57
510,27	35,74
510,47	38,47
510,67	42,06
510,87	37,99
511,07	37,78
511,28	40,26
511,48	37,11
511,68	38,58
511,88	38,91
512,08	35,72
512,28	39,46
512,48	31,60
512,68	40,46
512,88	37,00
513,08	40,02
513,28	35,10
513,48	35,36
513,68	33,31
513,89	36,28
514,09	39,21
514,29	43,45
514,49	45,43
514,69	41,35
514,89	40,88
515,09	41,63
515,29	39,44
515,49	40,10
515,69	42,05
515,89	36,28
516,09	42,60
516,29	37,11
516,49	33,92
516,69	35,87
516,89	31,03
517,09	32,48
517,29	39,78
517,50	30,89
517,70	33,42
517,90	36,29
518,10	33,84
518,30	36,26
518,50	37,60
518,70	33,61
518,90	37,06
519,10	33,81
519,30	37,42
519,50	36,91
519,70	37,33
519,90	40,63
520,10	36,97
520,30	40,03
520,50	40,43
520,70	39,85
520,90	38,55
521,10	39,44
521,30	42,88
521,50	42,79
521,70	36,77
521,90	44,14
522,10	39,63
522,30	41,45
522,50	40,34
522,70	35,92
522,90	38,66
523,10	37,21
523,30	37,12
523,50	42,46
523,70	37,78
523,90	41,67
524,10	38,36
524,30	43,12
524,50	34,73
524,70	37,41
524,90	41,50
525,10	40,59
525,30	40,74
525,50	38,10
525,70	40,90
525,90	40,61
526,10	35,91
526,30	40,87
526,50	38,75
526,70	35,24
526,90	42,10
527,10	36,53
527,30	38,45
527,50	36,02
527,70	36,77
527,90	40,07
528,10	40,03
528,30	35,55
528,50	43,02
528,70	37,91
528,90	39,60
529,10	41,77
529,30	41,02
529,50	42,38
529,70	41,53
529,90	42,43
530,10	36,64
530,29	42,55
530,49	37,43
530,69	41,38
530,89	43,88
531,09	39,26
531,29	39,76
531,49	41,64
531,69	39,03
531,89	37,60
532,09	36,23
532,29	38,10
532,49	35,94
532,69	39,09
532,89	40,10
533,09	41,13
533,29	35,85
533,49	37,35
533,68	33,92
533,88	36,86
534,08	39,46
534,28	38,78
534,48	36,01
534,68	39,49
534,88	38,34
535,08	41,14
535,28	39,57
535,48	41,36
535,68	40,00
535,88	39,01
536,08	38,39
536,27	39,57
536,47	38,40
536,67	42,39
536,87	38,47
537,07	39,65
537,27	42,06
537,47	40,46
537,67	40,41
537,87	39,94
538,07	44,06
538,27	37,71
538,46	42,47
538,66	34,42
538,86	41,02
539,06	37,54
539,26	40,05
539,46	36,56
539,66	36,72
539,86	41,46
540,06	37,60
540,25	40,99
540,45	36,58
540,65	40,58
540,85	34,02
541,05	39,91
541,25	39,46
541,45	40,34
541,65	36,34
541,85	42,38
542,04	35,06
542,24	44,30
542,44	39,74
542,64	37,90
542,84	37,29
543,04	38,26
543,24	40,37
543,43	41,12
543,63	38,58
543,83	43,89
544,03	40,23
544,23	40,74
